translated_text,Product Review,stopword_text,tokenised_text,normalise_text,stemming_text,lemma_text,POS_Tags,Sentiment_Rating
bahan kualiti baik baju itu baik -baik saja dan selesa hanya sedikit jika anda mengikuti ukuran Baju Melayu tetapi secara keseluruhannya baik -baik saja terima kasih banyak,5,bahan kualiti baik baju itu baik -baik saja dan selesa hanya sedikit jika anda mengikuti ukuran Baju Melayu tetapi secara keseluruhannya baik -baik saja terima kasih banyak,"['bahan', 'kualiti', 'baik', 'baju', 'itu', 'baik', '-baik', 'saja', 'dan', 'selesa', 'hanya', 'sedikit', 'jika', 'anda', 'mengikuti', 'ukuran', 'Baju', 'Melayu', 'tetapi', 'secara', 'keseluruhannya', 'baik', '-baik', 'saja', 'terima', 'kasih', 'banyak']","['bahan', 'kualiti', 'baik', 'baju', 'itu', 'baik', '-baik', 'saja', 'dan', 'selesa', 'hanya', 'sedikit', 'jika', 'anda', 'mengikuti', 'ukuran', 'Baju', 'Melayu', 'tetapi', 'secara', 'keseluruhannya', 'baik', '-baik', 'saja', 'terima', 'kasih', 'banyak']",bahan alit baik baju itu baik -baik saja dan selesa hanya sedikit jika anda ikut ukur baju melayu tetapi cara seluruh baik -baik saja terima kasih banyak,bahan kualiti baik baju itu baik -baik saja dan selesa hanya sedikit jika anda mengikuti ukuran Baju Melayu tetapi secara keseluruhannya baik -baik saja terima kasih banyak,"[('bahan', 'NN'), ('alit', 'NN'), ('baik', 'NN'), ('baju', 'NN'), ('itu', 'NN'), ('baik', 'NN'), ('-baik', 'NNP'), ('saja', 'NN'), ('dan', 'NN'), ('selesa', 'NN'), ('hanya', 'NN'), ('sedikit', 'NN'), ('jika', 'FW'), ('anda', 'NN'), ('ikut', 'NN'), ('ukur', 'JJ'), ('baju', 'NN'), ('melayu', 'NN'), ('tetapi', 'NN'), ('cara', 'NN'), ('seluruh', 'NN'), ('baik', 'NN'), ('-baik', 'NNP'), ('saja', 'NN'), ('terima', 'NN'), ('kasih', 'NN'), ('banyak', 'NN')]",Positive
keselesaan bahan yang sangat baik sangat baik beli melayu ni untuk adik saya dan dia menyukainya begitu banyak saiz juga baik dan Kain adalah warna yang baik di sini kerana pencahayaan tetapi warna dalam kehidupan sebenar dengan pencahayaan yang baik dekat dengan dekatGambar promo akan beli lagi dengan penjual ini pada masa depan ahaha terima kasih tuhan ia tiba sebelum minggu depan raya loudlycryingface rollingonthefloorlaughing rollingonthefloorlaughing,5,keselesaan bahan yang sangat baik sangat baik beli melayu ni untuk adik saya dan dia menyukainya begitu banyak saiz juga baik dan Kain adalah warna yang baik di sini kerana pencahayaan tetapi warna dalam kehidupan sebenar dengan pencahayaan yang baik dekat dengan dekatGambar promo akan beli lagi dengan penjual ini pada masa depan ahaha terima kasih tuhan ia tiba sebelum minggu depan raya loudlycryingface rollingonthefloorlaughing rollingonthefloorlaughing,"['keselesaan', 'bahan', 'yang', 'sangat', 'baik', 'sangat', 'baik', 'beli', 'melayu', 'ni', 'untuk', 'adik', 'saya', 'dan', 'dia', 'menyukainya', 'begitu', 'banyak', 'saiz', 'juga', 'baik', 'dan', 'Kain', 'adalah', 'warna', 'yang', 'baik', 'di', 'sini', 'kerana', 'pencahayaan', 'tetapi', 'warna', 'dalam', 'kehidupan', 'sebenar', 'dengan', 'pencahayaan', 'yang', 'baik', 'dekat', 'dengan', 'dekatGambar', 'promo', 'akan', 'beli', 'lagi', 'dengan', 'penjual', 'ini', 'pada', 'masa', 'depan', 'ahaha', 'terima', 'kasih', 'tuhan', 'ia', 'tiba', 'sebelum', 'minggu', 'depan', 'raya', 'loudlycryingface', 'rollingonthefloorlaughing', 'rollingonthefloorlaughing']","['keselesaan', 'bahan', 'yang', 'sangat', 'baik', 'sangat', 'baik', 'beli', 'melayu', 'ni', 'untuk', 'adik', 'saya', 'dan', 'dia', 'menyukainya', 'begitu', 'banyak', 'saiz', 'juga', 'baik', 'dan', 'Kain', 'adalah', 'warna', 'yang', 'baik', 'di', 'sini', 'kerana', 'pencahayaan', 'tetapi', 'warna', 'dalam', 'kehidupan', 'sebenar', 'dengan', 'pencahayaan', 'yang', 'baik', 'dekat', 'dengan', 'dekatGambar', 'promo', 'akan', 'beli', 'lagi', 'dengan', 'penjual', 'ini', 'pada', 'masa', 'depan', 'ahaha', 'terima', 'kasih', 'tuhan', 'ia', 'tiba', 'sebelum', 'minggu', 'depan', 'raya', 'loudlycryingface', 'rollingonthefloorlaughing', 'rollingonthefloorlaughing']",selesa bahan yang sangat baik sangat baik beli melayu ni untuk adik saya dan dia suka begitu banyak saiz juga baik dan kain adalah warna yang baik di sini rana cahaya tetapi warna dalam hidup benar dengan cahaya yang baik dekat dengan dekatgambar promo akan beli lagi dengan jual ini pada masa depan ahaha terima kasih tuhan ia tiba belum minggu depan raya loudlycryingface rollingonthefloorlaughing rollingonthefloorlaughing,keselesaan bahan yang sangat baik sangat baik beli melayu ni untuk adik saya dan dia menyukainya begitu banyak saiz juga baik dan Kain adalah warna yang baik di sini kerana pencahayaan tetapi warna dalam kehidupan sebenar dengan pencahayaan yang baik dekat dengan dekatGambar promo akan beli lagi dengan penjual ini pada masa depan ahaha terima kasih tuhan ia tiba sebelum minggu depan raya loudlycryingface rollingonthefloorlaughing rollingonthefloorlaughing,"[('selesa', 'NN'), ('bahan', 'NN'), ('yang', 'NN'), ('sangat', 'NN'), ('baik', 'NN'), ('sangat', 'NN'), ('baik', 'NN'), ('beli', 'NN'), ('melayu', 'NN'), ('ni', 'JJ'), ('untuk', 'JJ'), ('adik', 'NN'), ('saya', 'NN'), ('dan', 'NN'), ('dia', 'NN'), ('suka', 'NN'), ('begitu', 'NN'), ('banyak', 'NN'), ('saiz', 'NN'), ('juga', 'NN'), ('baik', 'NN'), ('dan', 'NN'), ('kain', 'NN'), ('adalah', 'IN'), ('warna', 'NN'), ('yang', 'NN'), ('baik', 'NN'), ('di', 'NN'), ('sini', 'NN'), ('rana', 'NN'), ('cahaya', 'NN'), ('tetapi', 'NN'), ('warna', 'NN'), ('dalam', 'NN'), ('hidup', 'NN'), ('benar', 'NN'), ('dengan', 'JJ'), ('cahaya', 'NN'), ('yang', 'NN'), ('baik', 'NN'), ('dekat', 'NN'), ('dengan', 'JJ'), ('dekatgambar', 'NN'), ('promo', 'NN'), ('akan', 'JJ'), ('beli', 'JJ'), ('lagi', 'NN'), ('dengan', 'JJ'), ('jual', 'JJ'), ('ini', 'NN'), ('pada', 'NN'), ('masa', 'NN'), ('depan', 'NN'), ('ahaha', 'VBP'), ('terima', 'NN'), ('kasih', 'NN'), ('tuhan', 'NN'), ('ia', 'NN'), ('tiba', 'NN'), ('belum', 'NN'), ('minggu', 'NN'), ('depan', 'NN'), ('raya', 'VBP'), ('loudlycryingface', 'NN'), ('rollingonthefloorlaughing', 'VBG'), ('rollingonthefloorlaughing', 'VBG')]",Positive
Terima KASIH Penjual Barang Sampai Dengan Safe Walaupun Lewat Sangat Tapi Puas Hatilah Kain Baju Bagus Dan Cantik Sesuai Lah Utk Anak Pakii Raya Ni Nanti MAAF Picture Dan Video,5,Terima KASIH Penjual Barang Sampai Dengan Safe Walaupun Lewat Sangat Tapi Puas Hatilah Kain Baju Bagus Dan Cantik Sesuai Lah Utk Anak Pakii Raya Ni Nanti MAAF Picture Dan Video,"['Terima', 'KASIH', 'Penjual', 'Barang', 'Sampai', 'Dengan', 'Safe', 'Walaupun', 'Lewat', 'Sangat', 'Tapi', 'Puas', 'Hatilah', 'Kain', 'Baju', 'Bagus', 'Dan', 'Cantik', 'Sesuai', 'Lah', 'Utk', 'Anak', 'Pakii', 'Raya', 'Ni', 'Nanti', 'MAAF', 'Picture', 'Dan', 'Video']","['Terima', 'KASIH', 'Penjual', 'Barang', 'Sampai', 'Dengan', 'Safe', 'Walaupun', 'Lewat', 'Sangat', 'Tapi', 'Puas', 'Hatilah', 'Kain', 'Baju', 'Bagus', 'Dan', 'Cantik', 'Sesuai', 'Lah', 'Utk', 'Anak', 'Pakii', 'Raya', 'Ni', 'Nanti', 'MAAF', 'Picture', 'Dan', 'Video']",terima kasih jual barang sampai dengan safe walaupun lewat sangat tapi puas hati kain baju bagus dan cantik sesuai lah utk anak pakii raya ni nanti maaf picture dan video,Terima KASIH Penjual Barang Sampai Dengan Safe Walaupun Lewat Sangat Tapi Puas Hatilah Kain Baju Bagus Dan Cantik Sesuai Lah Utk Anak Pakii Raya Ni Nanti MAAF Picture Dan Video,"[('terima', 'NN'), ('kasih', 'VBD'), ('jual', 'JJ'), ('barang', 'NN'), ('sampai', 'NN'), ('dengan', 'JJ'), ('safe', 'JJ'), ('walaupun', 'NN'), ('lewat', 'NN'), ('sangat', 'NN'), ('tapi', 'NN'), ('puas', 'NN'), ('hati', 'NN'), ('kain', 'NN'), ('baju', 'NN'), ('bagus', 'NN'), ('dan', 'NN'), ('cantik', 'NN'), ('sesuai', 'NN'), ('lah', 'NN'), ('utk', 'JJ'), ('anak', 'NN'), ('pakii', 'NN'), ('raya', 'NN'), ('ni', 'JJ'), ('nanti', 'JJ'), ('maaf', 'NN'), ('picture', 'NN'), ('dan', 'VBZ'), ('video', 'NN')]",Positive
Bahan Warna Cantik Kain Selesa Saiz Potongan Sesuai Utuk Kana Kanak 1 Tahun 3 Bulan MAAF GAMBAR TIADA KAITAN,5,Bahan Warna Cantik Kain Selesa Saiz Potongan Sesuai Utuk Kana Kanak 1 Tahun 3 Bulan MAAF GAMBAR TIADA KAITAN,"['Bahan', 'Warna', 'Cantik', 'Kain', 'Selesa', 'Saiz', 'Potongan', 'Sesuai', 'Utuk', 'Kana', 'Kanak', '1', 'Tahun', '3', 'Bulan', 'MAAF', 'GAMBAR', 'TIADA', 'KAITAN']","['Bahan', 'Warna', 'Cantik', 'Kain', 'Selesa', 'Saiz', 'Potongan', 'Sesuai', 'Utuk', 'Kana', 'Kanak', '1', 'Tahun', '3', 'Bulan', 'MAAF', 'GAMBAR', 'TIADA', 'KAITAN']",bahan warna cantik kain selesa saiz potong sesuai utuk kana kanak 1 tahun 3 bulan maaf gambar tiada kait,Bahan Warna Cantik Kain Selesa Saiz Potongan Sesuai Utuk Kana Kanak 1 Tahun 3 Bulan MAAF GAMBAR TIADA KAITAN,"[('bahan', 'NN'), ('warna', 'WRB'), ('cantik', 'NN'), ('kain', 'VB'), ('selesa', 'JJ'), ('saiz', 'NN'), ('potong', 'JJ'), ('sesuai', 'NN'), ('utuk', 'JJ'), ('kana', 'NNP'), ('kanak', 'VBD'), ('1', 'CD'), ('tahun', 'NN'), ('3', 'CD'), ('bulan', 'NN'), ('maaf', 'FW'), ('gambar', 'NN'), ('tiada', 'NN'), ('kait', 'NN')]",Positive
Keselesaan Jahitan Kemas Harga Murahh Bahan Nice Sesuai Dengan Harga Secara Keseluruhan Puja Penjual TQ Redheart Aak 3 Tahun 6 BULAN,5,Keselesaan Jahitan Kemas Harga Murahh Bahan Nice Sesuai Dengan Harga Secara Keseluruhan Puja Penjual TQ Redheart Aak 3 Tahun 6 BULAN,"['Keselesaan', 'Jahitan', 'Kemas', 'Harga', 'Murahh', 'Bahan', 'Nice', 'Sesuai', 'Dengan', 'Harga', 'Secara', 'Keseluruhan', 'Puja', 'Penjual', 'TQ', 'Redheart', 'Aak', '3', 'Tahun', '6', 'BULAN']","['Keselesaan', 'Jahitan', 'Kemas', 'Harga', 'Murahh', 'Bahan', 'Nice', 'Sesuai', 'Dengan', 'Harga', 'Secara', 'Keseluruhan', 'Puja', 'Penjual', 'TQ', 'Redheart', 'Aak', '3', 'Tahun', '6', 'BULAN']",selesa jahit kemas harga murahh bahan nice sesuai dengan harga cara seluruh puja jual tq redheart aak 3 tahun 6 bulan,Keselesaan Jahitan Kemas Harga Murahh Bahan Nice Sesuai Dengan Harga Secara Keseluruhan Puja Penjual TQ Redheart Aak 3 Tahun 6 BULAN,"[('selesa', 'NN'), ('jahit', 'NN'), ('kemas', 'VBD'), ('harga', 'JJ'), ('murahh', 'NN'), ('bahan', 'NN'), ('nice', 'JJ'), ('sesuai', 'NN'), ('dengan', 'JJ'), ('harga', 'NN'), ('cara', 'NN'), ('seluruh', 'NN'), ('puja', 'VBP'), ('jual', 'JJ'), ('tq', 'NN'), ('redheart', 'NN'), ('aak', 'VBZ'), ('3', 'CD'), ('tahun', 'NN'), ('6', 'CD'), ('bulan', 'NN')]",Positive
Bahan Moss Crepe Comfortability Terpaak Selesa Anakku Umur 3 Tahun berat 15kg Baju Selesa Suami I Yang Cerewet Bab Bahan Baju PUJI Bahan Baju Ini Bandingkan Besar Dekat terkenal Luar Tenda Panas Pakai,5,Bahan Moss Crepe Comfortability Terpaak Selesa Anakku Umur 3 Tahun berat 15kg Baju Selesa Suami Yang Cerewet Bab Bahan Baju PUJI Bahan Baju Ini Bandingkan Besar Dekat terkenal Luar Tenda Panas Pakai,"['Bahan', 'Moss', 'Crepe', 'Comfortability', 'Terpaak', 'Selesa', 'Anakku', 'Umur', '3', 'Tahun', 'berat', '15kg', 'Baju', 'Selesa', 'Suami', 'I', 'Yang', 'Cerewet', 'Bab', 'Bahan', 'Baju', 'PUJI', 'Bahan', 'Baju', 'Ini', 'Bandingkan', 'Besar', 'Dekat', 'terkenal', 'Luar', 'Tenda', 'Panas', 'Pakai']","['Bahan', 'Moss', 'Crepe', 'Comfortability', 'Terpaak', 'Selesa', 'Anakku', 'Umur', '3', 'Tahun', 'berat', '15kg', 'Baju', 'Selesa', 'Suami', 'I', 'Yang', 'Cerewet', 'Bab', 'Bahan', 'Baju', 'PUJI', 'Bahan', 'Baju', 'Ini', 'Bandingkan', 'Besar', 'Dekat', 'terkenal', 'Luar', 'Tenda', 'Panas', 'Pakai']",bahan moss crepe comfortability terpaak selesa anak umur 3 tahun berat 15kg baju selesa suami i yang cerewet bab bahan baju puji bahan baju ini banding besar dekat kenal luar tenda panas pakai,Bahan Moss Crepe Comfortability Terpaak Selesa Anakku Umur 3 Tahun berat 15kg Baju Selesa Suami I Yang Cerewet Bab Bahan Baju PUJI Bahan Baju Ini Bandingkan Besar Dekat terkenal Luar Tenda Panas Pakai,"[('bahan', 'NN'), ('moss', 'NN'), ('crepe', 'NN'), ('comfortability', 'NN'), ('terpaak', 'VBP'), ('selesa', 'JJ'), ('anak', 'NN'), ('umur', 'JJ'), ('3', 'CD'), ('tahun', 'JJ'), ('berat', 'NN'), ('15kg', 'CD'), ('baju', 'NN'), ('selesa', 'NN'), ('suami', 'NN'), ('i', 'NN'), ('yang', 'VBP'), ('cerewet', 'NN'), ('bab', 'NN'), ('bahan', 'NN'), ('baju', 'NN'), ('puji', 'NN'), ('bahan', 'NN'), ('baju', 'NN'), ('ini', 'NN'), ('banding', 'VBG'), ('besar', 'JJ'), ('dekat', 'JJ'), ('kenal', 'JJ'), ('luar', 'NN'), ('tenda', 'NN'), ('panas', 'NNS'), ('pakai', 'VBP')]",Positive
alhamdulillah baju itu tiba dengan selamat pertama kali membeli dalam talian kerana saya tidak mahu berurusan dengan orang ramai warna yang sama dengan baju ibu saya kain itu cantik hanya sedikit pendek untuk 5yo dan 7yo saya mungkin mereka boleh memakainya sekali atau dua kali tetapiia murah bukan kerugian besar hehe,5,alhamdulillah baju itu tiba dengan selamat pertama kali membeli dalam talian kerana saya tidak mahu berurusan dengan orang ramai warna yang sama dengan baju ibu saya kain itu cantik hanya sedikit pendek untuk 5yo dan 7yo saya mungkin mereka boleh memakainya sekali atau dua kali tetapiia murah bukan kerugian besar hehe,"['alhamdulillah', 'baju', 'itu', 'tiba', 'dengan', 'selamat', 'pertama', 'kali', 'membeli', 'dalam', 'talian', 'kerana', 'saya', 'tidak', 'mahu', 'berurusan', 'dengan', 'orang', 'ramai', 'warna', 'yang', 'sama', 'dengan', 'baju', 'ibu', 'saya', 'kain', 'itu', 'cantik', 'hanya', 'sedikit', 'pendek', 'untuk', '5yo', 'dan', '7yo', 'saya', 'mungkin', 'mereka', 'boleh', 'memakainya', 'sekali', 'atau', 'dua', 'kali', 'tetapiia', 'murah', 'bukan', 'kerugian', 'besar', 'hehe']","['alhamdulillah', 'baju', 'itu', 'tiba', 'dengan', 'selamat', 'pertama', 'kali', 'membeli', 'dalam', 'talian', 'kerana', 'saya', 'tidak', 'mahu', 'berurusan', 'dengan', 'orang', 'ramai', 'warna', 'yang', 'sama', 'dengan', 'baju', 'ibu', 'saya', 'kain', 'itu', 'cantik', 'hanya', 'sedikit', 'pendek', 'untuk', '5yo', 'dan', '7yo', 'saya', 'mungkin', 'mereka', 'boleh', 'memakainya', 'sekali', 'atau', 'dua', 'kali', 'tetapiia', 'murah', 'bukan', 'kerugian', 'besar', 'hehe']",alhamdulillah baju itu tiba dengan selamat pertama kali beli dalam tali rana saya tidak mahu urus dengan orang ramai warna yang sama dengan baju ibu saya kain itu cantik hanya sedikit pendek untuk 5yo dan 7yo saya mungkin mereka boleh maka sekali atau dua kali tetapiia murah bukan rugi besar hehe,alhamdulillah baju itu tiba dengan selamat pertama kali membeli dalam talian kerana saya tidak mahu berurusan dengan orang ramai warna yang sama dengan baju ibu saya kain itu cantik hanya sedikit pendek untuk 5yo dan 7yo saya mungkin mereka boleh memakainya sekali atau dua kali tetapiia murah bukan kerugian besar hehe,"[('alhamdulillah', 'NN'), ('baju', 'NN'), ('itu', 'NN'), ('tiba', 'NN'), ('dengan', 'JJ'), ('selamat', 'JJ'), ('pertama', 'NN'), ('kali', 'NN'), ('beli', 'JJ'), ('dalam', 'NN'), ('tali', 'NN'), ('rana', 'NN'), ('saya', 'NN'), ('tidak', 'NN'), ('mahu', 'NN'), ('urus', 'JJ'), ('dengan', 'NN'), ('orang', 'VBD'), ('ramai', 'JJ'), ('warna', 'NN'), ('yang', 'NN'), ('sama', 'NN'), ('dengan', 'NN'), ('baju', 'NN'), ('ibu', 'NN'), ('saya', 'NN'), ('kain', 'VBP'), ('itu', 'JJ'), ('cantik', 'NN'), ('hanya', 'JJ'), ('sedikit', 'NN'), ('pendek', 'NN'), ('untuk', 'JJ'), ('5yo', 'CD'), ('dan', 'NN'), ('7yo', 'CD'), ('saya', 'NN'), ('mungkin', 'FW'), ('mereka', 'NN'), ('boleh', 'NN'), ('maka', 'NN'), ('sekali', 'NN'), ('atau', 'NN'), ('dua', 'NN'), ('kali', 'NN'), ('tetapiia', 'NN'), ('murah', 'NN'), ('bukan', 'NN'), ('rugi', 'NN'), ('besar', 'NN'), ('hehe', 'NN')]",Positive
Saya tidak suka Baju Melayu Ini Sangat Teruk Kainnya,1,Saya tidak suka Baju Melayu Ini Sangat Teruk Kainnya,"['Saya', 'tidak', 'suka', 'Baju', 'Melayu', 'Ini', 'Sangat', 'Teruk', 'Kainnya']","['Saya', 'tidak', 'suka', 'Baju', 'Melayu', 'Ini', 'Sangat', 'Teruk', 'Kainnya']",saya tidak suka baju melayu ini sangat teruk kain,Saya tidak suka Baju Melayu Ini Sangat Teruk Kainnya,"[('saya', 'NN'), ('tidak', 'NN'), ('suka', 'NN'), ('baju', 'NN'), ('melayu', 'NN'), ('ini', 'NN'), ('sangat', 'NN'), ('teruk', 'NN'), ('kain', 'NN')]",Negative
Perkhidmatan Pelanggan Sangat Perlahan Aku Tanya Banyak Kali Jawapan Tongk Kena,1,Perkhidmatan Pelanggan Sangat Perlahan Aku Tanya Banyak Kali Jawapan Tongk Kena,"['Perkhidmatan', 'Pelanggan', 'Sangat', 'Perlahan', 'Aku', 'Tanya', 'Banyak', 'Kali', 'Jawapan', 'Tongk', 'Kena']","['Perkhidmatan', 'Pelanggan', 'Sangat', 'Perlahan', 'Aku', 'Tanya', 'Banyak', 'Kali', 'Jawapan', 'Tongk', 'Kena']",khidmat langgan sangat perlahan aku tanya banyak kali jawapan tongk kena,Perkhidmatan Pelanggan Sangat Perlahan Aku Tanya Banyak Kali Jawapan Tongk Kena,"[('khidmat', 'NN'), ('langgan', 'JJ'), ('sangat', 'NN'), ('perlahan', 'NN'), ('aku', 'NN'), ('tanya', 'NN'), ('banyak', 'NN'), ('kali', 'NN'), ('jawapan', 'NN'), ('tongk', 'NN'), ('kena', 'NN')]",Negative
penghantaran lambat gila aku dah dapat baJu lain lagi Sebelum ni Sampai,1,penghantaran lambat gila aku dah dapat baJu lain lagi Sebelum ni Sampai,"['penghantaran', 'lambat', 'gila', 'aku', 'dah', 'dapat', 'baJu', 'lain', 'lagi', 'Sebelum', 'ni', 'Sampai']","['penghantaran', 'lambat', 'gila', 'saya', 'dah', 'dapat', 'baJu', 'lain', 'lagi', 'Sebelum', 'ni', 'Sampai']",hantar lambat gila saya dah dapat baju lain lagi belum ni sampai,penghantaran lambat gila saya dah dapat baJu lain lagi Sebelum ni Sampai,"[('hantar', 'NN'), ('lambat', 'NN'), ('gila', 'NN'), ('saya', 'NN'), ('dah', 'NN'), ('dapat', 'NN'), ('baju', 'NN'), ('lain', 'NN'), ('lagi', 'NN'), ('belum', 'NN'), ('ni', 'NN'), ('sampai', 'NN')]",Negative
laman web diorang memusing macam putar belit tarik boleh nak cari saiz dengan senang,1,laman web diorang memusing macam putar belit tarik boleh nak cari saiz dengan senang,"['laman', 'web', 'diorang', 'memusing', 'macam', 'putar', 'belit', 'tarik', 'boleh', 'nak', 'cari', 'saiz', 'dengan', 'senang']","['laman', 'web', 'diorang', 'memusing', 'macam', 'putar', 'belit', 'tarik', 'boleh', 'nak', 'cari', 'saiz', 'dengan', 'senang']",laman web orang pusing macam putar belit tarik boleh nak cari saiz dengan senang,laman web diorang memusing macam putar belit tarik boleh nak cari saiz dengan senang,"[('laman', 'JJ'), ('web', 'NN'), ('orang', 'IN'), ('pusing', 'VBG'), ('macam', 'JJ'), ('putar', 'NN'), ('belit', 'NN'), ('tarik', 'NN'), ('boleh', 'NN'), ('nak', 'NN'), ('cari', 'NN'), ('saiz', 'NN'), ('dengan', 'NN'), ('senang', 'NN')]",Negative
Baju Melayu Yang Aku Dapat Ni Ada Berbau Memang Memang Tongk Boleh Pakai,1,Baju Melayu Yang Aku Dapat Ni Ada Berbau Memang Memang Tongk Boleh Pakai,"['Baju', 'Melayu', 'Yang', 'Aku', 'Dapat', 'Ni', 'Ada', 'Berbau', 'Memang', 'Memang', 'Tongk', 'Boleh', 'Pakai']","['Baju', 'Melayu', 'Yang', 'Aku', 'Dapat', 'Ni', 'Ada', 'Berbau', 'Memang', 'Memang', 'Tongk', 'Boleh', 'Pakai']",baju melayu yang aku dapat ni ada bau memang memang tongk boleh pakai,Baju Melayu Yang Aku Dapat Ni Ada Berbau Memang Memang Tongk Boleh Pakai,"[('baju', 'NN'), ('melayu', 'NN'), ('yang', 'NN'), ('aku', 'NN'), ('dapat', 'NN'), ('ni', 'IN'), ('ada', 'JJ'), ('bau', 'NN'), ('memang', 'NN'), ('memang', 'NN'), ('tongk', 'NN'), ('boleh', 'NN'), ('pakai', 'NN')]",Negative
Perkhidmatan Pelanggan Teruk Asyik Abaikan Je Aku Mengadu Dorang Buat Tongk Dengar,2,Perkhidmatan Pelanggan Teruk Asyik Abaikan Je Aku Mengadu Dorang Buat Tongk Dengar,"['Perkhidmatan', 'Pelanggan', 'Teruk', 'Asyik', 'Abaikan', 'Je', 'Aku', 'Mengadu', 'Dorang', 'Buat', 'Tongk', 'Dengar']","['Perkhidmatan', 'Pelanggan', 'Teruk', 'Asyik', 'Abaikan', 'Je', 'Aku', 'Mengadu', 'Dorang', 'Buat', 'Tongk', 'Dengar']",khidmat langgan teruk asyik abai je aku adu dorang buat tongk dengar,Perkhidmatan Pelanggan Teruk Asyik Abaikan Je Aku Mengadu Dorang Buat Tongk Dengar,"[('khidmat', 'NN'), ('langgan', 'JJ'), ('teruk', 'JJ'), ('asyik', 'NN'), ('abai', 'NN'), ('je', 'NN'), ('aku', 'NN'), ('adu', 'NN'), ('dorang', 'NN'), ('buat', 'NN'), ('tongk', 'NN'), ('dengar', 'NN')]",Negative
Perkhidmatan Pelanggan Penghantaran Lewat Lambat Tolak Balas Langsung Aku Rasa Kecewa,2,Perkhidmatan Pelanggan Penghantaran Lewat Lambat Tolak Balas Langsung Aku Rasa Kecewa,"['Perkhidmatan', 'Pelanggan', 'Penghantaran', 'Lewat', 'Lambat', 'Tolak', 'Balas', 'Langsung', 'Aku', 'Rasa', 'Kecewa']","['Perkhidmatan', 'Pelanggan', 'Penghantaran', 'Lewat', 'Lambat', 'Tolak', 'Balas', 'Langsung', 'Aku', 'Rasa', 'Kecewa']",khidmat langgan hantar lewat lambat tolak balas langsung aku rasa kecewa,Perkhidmatan Pelanggan Penghantaran Lewat Lambat Tolak Balas Langsung Aku Rasa Kecewa,"[('khidmat', 'NN'), ('langgan', 'JJ'), ('hantar', 'NN'), ('lewat', 'NN'), ('lambat', 'NN'), ('tolak', 'NN'), ('balas', 'NN'), ('langsung', 'NN'), ('aku', 'VBP'), ('rasa', 'NN'), ('kecewa', 'NN')]",Negative
Aku Order Warna Specific Tapi Yang Sampai Warna Salah Pilih Serius,2,Aku Order Warna Specific Tapi Yang Sampai Warna Salah Pilih Serius,"['Aku', 'Order', 'Warna', 'Specific', 'Tapi', 'Yang', 'Sampai', 'Warna', 'Salah', 'Pilih', 'Serius']","['Aku', 'Order', 'Warna', 'Specific', 'Tapi', 'Yang', 'Sampai', 'Warna', 'Salah', 'Pilih', 'Serius']",aku order warna specific tapi yang sampai warna salah pilih serius,Aku Order Warna Specific Tapi Yang Sampai Warna Salah Pilih Serius,"[('aku', 'JJ'), ('order', 'NN'), ('warna', 'NN'), ('specific', 'JJ'), ('tapi', 'NN'), ('yang', 'NN'), ('sampai', 'NN'), ('warna', 'NN'), ('salah', 'NN'), ('pilih', 'NN'), ('serius', 'NN')]",Negative
Kain Baju Melayu Ni Gatal Gila Rasa Macam Ada Serbuk Gatal Dalam Kain,2,Kain Baju Melayu Ni Gatal Gila Rasa Macam Ada Serbuk Gatal Dalam Kain,"['Kain', 'Baju', 'Melayu', 'Ni', 'Gatal', 'Gila', 'Rasa', 'Macam', 'Ada', 'Serbuk', 'Gatal', 'Dalam', 'Kain']","['Kain', 'Baju', 'Melayu', 'Ni', 'Gatal', 'Gila', 'Rasa', 'Macam', 'Ada', 'Serbuk', 'Gatal', 'Dalam', 'Kain']",kain baju melayu ni gatal gila rasa macam ada serbuk gatal dalam kain,Kain Baju Melayu Ni Gatal Gila Rasa Macam Ada Serbuk Gatal Dalam Kain,"[('kain', 'NN'), ('baju', 'NN'), ('melayu', 'NN'), ('ni', 'JJ'), ('gatal', 'JJ'), ('gila', 'NN'), ('rasa', 'NN'), ('macam', 'NN'), ('ada', 'NN'), ('serbuk', 'NN'), ('gatal', 'JJ'), ('dalam', 'NN'), ('kain', 'NN')]",Negative
